ref_area.label,source.label,indicator.label,sex.label,classif1.label,time,obs_value,obs_status.label,note_classif.label,note_indicator.label,note_source.label
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (5-year bands): 45-49,1991,1767.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (5-year bands): 50-54,1991,1784.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (5-year bands): 55-59,1991,1016.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (5-year bands): 60-64,1991,1075.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (5-year bands): 65+,1991,1149.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,"Age (Youth, adults): 15+",1989,30551.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,"Age (Youth, adults): 15-64",1989,28679.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,"Age (Youth, adults): 15-24",1989,8751.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,"Age (Youth, adults): 25+",1989,21800.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,"Age (Youth, adults): 15+",1989,28586.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,"Age (Youth, adults): 15-64",1989,27598.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,"Age (Youth, adults): 15-24",1989,9373.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,"Age (Youth, adults): 25+",1989,19213.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (Aggregate bands): 15+,1989,30551.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (Aggregate bands): 15-24,1989,8751.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (Aggregate bands): 25-54,1989,17192.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (Aggregate bands): 55-64,1989,2736.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (Aggregate bands): 65+,1989,1872.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (Aggregate bands): 15+,1989,28586.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (Aggregate bands): 15-24,1989,9373.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (Aggregate bands): 25-54,1989,16090.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (Aggregate bands): 55-64,1989,2135.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (Aggregate bands): 65+,1989,988.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (10-year bands): 15+,1989,30551.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (10-year bands): 15-24,1989,8751.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (10-year bands): 25-34,1989,7637.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (10-year bands): 35-44,1989,5792.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (10-year bands): 45-54,1989,3763.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (10-year bands): 55-64,1989,2736.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (10-year bands): 65+,1989,1872.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (10-year bands): 15+,1989,28586.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (10-year bands): 15-24,1989,9373.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (10-year bands): 25-34,1989,7666.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (10-year bands): 35-44,1989,4781.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (10-year bands): 45-54,1989,3643.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (10-year bands): 55-64,1989,2135.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (10-year bands): 65+,1989,988.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (5-year bands): 15+,1989,30551.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (5-year bands): 15-19,1989,4919.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (5-year bands): 20-24,1989,3832.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (5-year bands): 25-29,1989,3882.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (5-year bands): 30-34,1989,3755.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (5-year bands): 35-39,1989,3330.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (5-year bands): 40-44,1989,2462.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (5-year bands): 45-49,1989,2028.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (5-year bands): 50-54,1989,1735.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (5-year bands): 55-59,1989,1360.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (5-year bands): 60-64,1989,1376.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (5-year bands): 65+,1989,1872.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (5-year bands): 15+,1989,28586.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (5-year bands): 15-19,1989,4167.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (5-year bands): 20-24,1989,5206.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (5-year bands): 25-29,1989,4415.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (5-year bands): 30-34,1989,3251.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (5-year bands): 35-39,1989,2646.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (5-year bands): 40-44,1989,2135.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (5-year bands): 45-49,1989,1835.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (5-year bands): 50-54,1989,1808.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (5-year bands): 55-59,1989,1132.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (5-year bands): 60-64,1989,1003.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (5-year bands): 65+,1989,988.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,"Age (Youth, adults): 15+",1986,28773.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,"Age (Youth, adults): 15-64",1986,26790.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,"Age (Youth, adults): 15-24",1986,10377.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,"Age (Youth, adults): 25+",1986,18396.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,"Age (Youth, adults): 15+",1986,27190.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,"Age (Youth, adults): 15-64",1986,25479.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,"Age (Youth, adults): 15-24",1986,9600.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,"Age (Youth, adults): 25+",1986,17590.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (Aggregate bands): 15+,1986,28773.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (Aggregate bands): 15-24,1986,10377.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (Aggregate bands): 25-54,1986,14337.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (Aggregate bands): 55-64,1986,2076.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (Aggregate bands): 65+,1986,1983.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (Aggregate bands): 15+,1986,27190.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (Aggregate bands): 15-24,1986,9600.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (Aggregate bands): 25-54,1986,14040.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (Aggregate bands): 55-64,1986,1839.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (Aggregate bands): 65+,1986,1711.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (10-year bands): 15+,1986,28773.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (10-year bands): 15-24,1986,10377.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (10-year bands): 25-34,1986,6278.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (10-year bands): 35-44,1986,4708.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (10-year bands): 45-54,1986,3351.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (10-year bands): 55-64,1986,2076.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (10-year bands): 65+,1986,1983.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (10-year bands): 15+,1986,27190.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (10-year bands): 15-24,1986,9600.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (10-year bands): 25-34,1986,6652.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (10-year bands): 35-44,1986,4445.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (10-year bands): 45-54,1986,2943.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (10-year bands): 55-64,1986,1839.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (10-year bands): 65+,1986,1711.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (5-year bands): 15+,1986,28773.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (5-year bands): 15-19,1986,6286.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (5-year bands): 20-24,1986,4091.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (5-year bands): 25-29,1986,3106.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (5-year bands): 30-34,1986,3172.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (5-year bands): 35-39,1986,2391.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (5-year bands): 40-44,1986,2317.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (5-year bands): 45-49,1986,1851.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (5-year bands): 50-54,1986,1500.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (5-year bands): 55-59,1986,1278.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (5-year bands): 60-64,1986,798.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (5-year bands): 65+,1986,1983.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (5-year bands): 15+,1986,27190.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (5-year bands): 15-19,1986,5481.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (5-year bands): 20-24,1986,4119.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (5-year bands): 25-29,1986,3501.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (5-year bands): 30-34,1986,3151.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (5-year bands): 35-39,1986,2409.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (5-year bands): 40-44,1986,2036.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (5-year bands): 45-49,1986,1717.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (5-year bands): 50-54,1986,1226.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (5-year bands): 55-59,1986,1196.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (5-year bands): 60-64,1986,643.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (5-year bands): 65+,1986,1711.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,"Age (Youth, adults): 15+",1985,27281.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,"Age (Youth, adults): 15-64",1985,25368.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,"Age (Youth, adults): 15-24",1985,9632.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,"Age (Youth, adults): 25+",1985,17649.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,"Age (Youth, adults): 15+",1985,26210.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,"Age (Youth, adults): 15-64",1985,24590.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,"Age (Youth, adults): 15-24",1985,9177.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,"Age (Youth, adults): 25+",1985,17033.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (Aggregate bands): 15+,1985,27281.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (Aggregate bands): 15-24,1985,9632.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (Aggregate bands): 25-54,1985,13707.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (Aggregate bands): 55-64,1985,2029.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (Aggregate bands): 65+,1985,1913.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (Aggregate bands): 15+,1985,26210.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (Aggregate bands): 15-24,1985,9177.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (Aggregate bands): 25-54,1985,13625.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (Aggregate bands): 55-64,1985,1788.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (Aggregate bands): 65+,1985,1620.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (10-year bands): 15+,1985,27281.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (10-year bands): 15-24,1985,9632.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (10-year bands): 25-34,1985,6020.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (10-year bands): 35-44,1985,4493.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (10-year bands): 45-54,1985,3194.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (10-year bands): 55-64,1985,2029.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (10-year bands): 65+,1985,1913.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (10-year bands): 15+,1985,26210.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (10-year bands): 15-24,1985,9177.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (10-year bands): 25-34,1985,6440.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (10-year bands): 35-44,1985,4327.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (10-year bands): 45-54,1985,2858.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (10-year bands): 55-64,1985,1788.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (10-year bands): 65+,1985,1620.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (5-year bands): 15+,1985,27281.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (5-year bands): 15-19,1985,5773.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (5-year bands): 20-24,1985,3859.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (5-year bands): 25-29,1985,3095.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (5-year bands): 30-34,1985,2925.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (5-year bands): 35-39,1985,2333.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (5-year bands): 40-44,1985,2160.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (5-year bands): 45-49,1985,1749.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (5-year bands): 50-54,1985,1445.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (5-year bands): 55-59,1985,1178.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (5-year bands): 60-64,1985,851.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (5-year bands): 65+,1985,1913.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (5-year bands): 15+,1985,26210.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (5-year bands): 15-19,1985,5186.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (5-year bands): 20-24,1985,3991.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (5-year bands): 25-29,1985,3446.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (5-year bands): 30-34,1985,2994.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (5-year bands): 35-39,1985,2347.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (5-year bands): 40-44,1985,1980.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (5-year bands): 45-49,1985,1619.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (5-year bands): 50-54,1985,1239.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (5-year bands): 55-59,1985,1077.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (5-year bands): 60-64,1985,711.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (5-year bands): 65+,1985,1620.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,"Age (Youth, adults): 15+",1984,26337.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,"Age (Youth, adults): 15-64",1984,24486.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,"Age (Youth, adults): 15-24",1984,9024.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,"Age (Youth, adults): 25+",1984,17313.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,"Age (Youth, adults): 15+",1984,25368.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,"Age (Youth, adults): 15-64",1984,23837.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,"Age (Youth, adults): 15-24",1984,8819.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,"Age (Youth, adults): 25+",1984,16549.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (Aggregate bands): 15+,1984,26337.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (Aggregate bands): 15-24,1984,9024.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (Aggregate bands): 25-54,1984,13453.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (Aggregate bands): 55-64,1984,2009.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (Aggregate bands): 65+,1984,1851.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (Aggregate bands): 15+,1984,25368.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (Aggregate bands): 15-24,1984,8819.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (Aggregate bands): 25-54,1984,13262.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (Aggregate bands): 55-64,1984,1756.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (Aggregate bands): 65+,1984,1531.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (10-year bands): 15+,1984,26337.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (10-year bands): 15-24,1984,9024.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (10-year bands): 25-34,1984,5901.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (10-year bands): 35-44,1984,4422.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (10-year bands): 45-54,1984,3130.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (10-year bands): 55-64,1984,2009.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (10-year bands): 65+,1984,1851.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (10-year bands): 15+,1984,25368.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (10-year bands): 15-24,1984,8819.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (10-year bands): 25-34,1984,6258.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (10-year bands): 35-44,1984,4218.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (10-year bands): 45-54,1984,2786.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (10-year bands): 55-64,1984,1756.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (10-year bands): 65+,1984,1531.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (5-year bands): 15+,1984,26337.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (5-year bands): 15-19,1984,5351.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (5-year bands): 20-24,1984,3673.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (5-year bands): 25-29,1984,3111.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (5-year bands): 30-34,1984,2790.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (5-year bands): 35-39,1984,2331.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (5-year bands): 40-44,1984,2091.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (5-year bands): 45-49,1984,1700.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (5-year bands): 50-54,1984,1430.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (5-year bands): 55-59,1984,1109.0,,,,
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (5-year bands): 60-64,1984,900.0,,,,
