ADM4_EN,ADM4_PCODE,ADM4_REF,ADM4ALT1_EN,ADM4ALT2_EN,ADM3_EN,ADM3_PCODE,ADM2_EN,ADM2_PCODE,ADM1_EN,ADM1_PCODE,ADM0_EN,ADM0_PCODE,DATE,VALIDON,VALIDTO,AREA_SQKM
Baktiarpur,BD50646013,,,,Naogaon Sadar,BD506460,Naogaon,BD5064,Rajshahi,BD50,Bangladesh,BD,2015-01-01,2020-11-13,,18.4002625620606
Bakua,BD55945127,,,,Haripur,BD559451,Thakurgaon,BD5594,Rangpur,BD55,Bangladesh,BD,2015-01-01,2020-11-13,,37.3953551232401
Bakulbaria,BD10785722,,,,Galachipa,BD107857,Patuakhali,BD1078,Barisal,BD10,Bangladesh,BD,2015-01-01,2020-11-13,,23.7607692254583
Bala Para,BD55731213,,,,Dimla,BD557312,Nilphamari,BD5573,Rangpur,BD55,Bangladesh,BD,2015-01-01,2020-11-13,,40.9473261452022
Balaganj,BD60910811,,,,Balaganj,BD609108,Sylhet,BD6091,Sylhet,BD60,Bangladesh,BD,2015-01-01,2020-11-13,,36.1792642388291
Balagram,BD55733613,,,,Jaldhaka,BD557336,Nilphamari,BD5573,Rangpur,BD55,Bangladesh,BD,2015-01-01,2020-11-13,,28.2460233233508
Balaibunia,BD40016011,,,,Morrelganj,BD400160,Bagerhat,BD4001,Khulna,BD40,Bangladesh,BD,2015-01-01,2020-11-13,,15.5213555628541
Balair Char,BD45898813,,,,Sherpur Sadar,BD458988,Sherpur,BD4589,Mymensingh,BD45,Bangladesh,BD,2015-01-01,2020-11-13,,24.2468867247013
Balaishimul,BD45724713,,,,Kendua,BD457247,Netrakona,BD4572,Mymensingh,BD45,Bangladesh,BD,2015-01-01,2020-11-13,,28.91687928336
Balara,BD30562821,,,,Harirampur,BD305628,Manikganj,BD3056,Dhaka,BD30,Bangladesh,BD,2015-01-01,2020-11-13,,10.9313830924411
Balarampur,BD20199410,,,,Titas,BD201994,Comilla,BD2019,Chittagong,BD20,Bangladesh,BD,2015-01-01,2020-11-13,,11.1803172894534
Balarampur,BD55770427,,,,Atwari,BD557704,Panchagarh,BD5577,Rangpur,BD55,Bangladesh,BD,2015-01-01,2020-11-13,,30.2302636662095
Balarhat,BD55855832,,,,Mitha Pukur,BD558558,Rangpur,BD5585,Rangpur,BD55,Bangladesh,BD,2015-01-01,2020-11-13,,23.0065527873056
Baldhara,BD30568217,,,,Singair,BD305682,Manikganj,BD3056,Dhaka,BD30,Bangladesh,BD,2015-01-01,2020-11-13,,29.6895317034532
Baldia,BD10798719,,,,Nesarabad (Swarupkati),BD107987,Pirojpur,BD1079,Barisal,BD10,Bangladesh,BD,2015-01-01,2020-11-13,,21.0158708071027
Bali Para,BD10799015,,,,Zianagar,BD107990,Pirojpur,BD1079,Barisal,BD10,Bangladesh,BD,2015-01-01,2020-11-13,,42.0158593806137
Bali Para,BD45619419,,,,Trishal,BD456194,Mymensingh,BD4561,Mymensingh,BD45,Bangladesh,BD,2015-01-01,2020-11-13,,30.1776040943199
Balia,BD20132227,,,,Chandpur Sadar,BD201322,Chandpur,BD2013,Chittagong,BD20,Bangladesh,BD,2015-01-01,2020-11-13,,19.2328006968983
Balia,BD30261417,,,,Dhamrai,BD302614,Dhaka,BD3026,Dhaka,BD30,Bangladesh,BD,2015-01-01,2020-11-13,,15.1789945798057
Balia,BD45618111,,,,Phulpur,BD456181,Mymensingh,BD4561,Mymensingh,BD45,Bangladesh,BD,2015-01-01,2020-11-13,,26.6344192689207
Balia,BD55949421,,,,Thakurgaon Sadar,BD559494,Thakurgaon,BD5594,Rangpur,BD55,Bangladesh,BD,2015-01-01,2020-11-13,,37.62462287002749
Balia Dighi,BD50104011,,,,Gabtali,BD501040,Bogra,BD5010,Rajshahi,BD50,Bangladesh,BD,2015-01-01,2020-11-13,,21.8208462830253
Baliadanga,BD40471223,,,,Batiaghata,BD404712,Khulna,BD4047,Khulna,BD40,Bangladesh,BD,2015-01-01,2020-11-13,,20.7291136271314
Baliakandi,BD30820719,,,,Balia Kandi,BD308207,Rajbari,BD3082,Dhaka,BD30,Bangladesh,BD,2015-01-01,2020-11-13,,29.8124941551237
Baliakhora,BD30562211,,,,Ghior,BD305622,Manikganj,BD3056,Dhaka,BD30,Bangladesh,BD,2015-01-01,2020-11-13,,23.6392441990178
Balian,BD45612023,,,,Fulbaria,BD456120,Mymensingh,BD4561,Mymensingh,BD45,Bangladesh,BD,2015-01-01,2020-11-13,,26.9633846453362
Baliardi,BD30480617,,,,Bajitpur,BD304806,Kishoreganj,BD3048,Dhaka,BD30,Bangladesh,BD,2015-01-01,2020-11-13,,7.93374841647013
Baliatali,BD10786610,,,,Kala Para,BD107866,Patuakhali,BD1078,Barisal,BD10,Bangladesh,BD,2015-01-01,2020-11-13,,41.5691088127937
Baliati,BD30567019,,,,Saturia,BD305670,Manikganj,BD3056,Dhaka,BD30,Bangladesh,BD,2015-01-01,2020-11-13,,11.1379180374173
Balibhadra,BD30932521,,,,Dhanbari,BD309325,Tangail,BD3093,Dhaka,BD30,Bangladesh,BD,2015-01-01,2020-11-13,,11.4787664382848
Balidanga,BD50706618,,,,Nawabganj Sadar,BD507066,Nawabganj,BD5070,Rajshahi,BD50,Bangladesh,BD,2015-01-01,2020-11-13,,34.7989010156602
Balidia,BD40556621,,,,Mohammadpur,BD405566,Magura,BD4055,Khulna,BD40,Bangladesh,BD,2015-01-01,2020-11-13,,30.7730971126149
Baligaon,BD20302920,,,,Feni Sadar,BD203029,Feni,BD2030,Chittagong,BD20,Bangladesh,BD,2015-01-01,2020-11-13,,17.3393835389182
Balighata,BD50387452,,,,Panchbibi,BD503874,Joypurhat,BD5038,Rajshahi,BD50,Bangladesh,BD,2015-01-01,2020-11-13,,23.8133524763602
Baligram,BD30544012,,,,Kalkini,BD305440,Madaripur,BD3054,Dhaka,BD30,Bangladesh,BD,2015-01-01,2020-11-13,,24.7414702973444
Balihar,BD50646014,,,,Naogaon Sadar,BD506460,Naogaon,BD5064,Rajshahi,BD50,Bangladesh,BD,2015-01-01,2020-11-13,,22.9870626993385
Balijuri,BD45395823,,,,Madarganj,BD453958,Jamalpur,BD4539,Mymensingh,BD45,Bangladesh,BD,2015-01-01,2020-11-13,,33.3261080351522
Balijuri,BD60909210,,,,Tahirpur,BD609092,Sunamganj,BD6090,Sylhet,BD60,Bangladesh,BD,2015-01-01,2020-11-13,,19.3092348385446
Balikhan,BD45618112,,,,Phulpur,BD456181,Mymensingh,BD4561,Mymensingh,BD45,Bangladesh,BD,2015-01-01,2020-11-13,,27.7946492903274
Balipara,BD20039519,,,,Thanchi,BD200395,Bandarban,BD2003,Chittagong,BD20,Bangladesh,BD,2015-01-01,2020-11-13,,83.9161182948375
Balla,BD30562814,,,,Harirampur,BD305628,Manikganj,BD3056,Dhaka,BD30,Bangladesh,BD,2015-01-01,2020-11-13,,18.4861181926901
Balla,BD30934712,,,,Kalihati,BD309347,Tangail,BD3093,Dhaka,BD30,Bangladesh,BD,2015-01-01,2020-11-13,,13.7250327838053
Ballabhdi,BD30299011,,,,Saltha,BD302990,Faridpur,BD3029,Dhaka,BD30,Bangladesh,BD,2015-01-01,2020-11-13,,22.2828136052912
Ballabher Khas,BD55496111,,,,Nageshwari,BD554961,Kurigram,BD5549,Rangpur,BD55,Bangladesh,BD,2015-01-01,2020-11-13,,32.8494877140475
Ballamjhar,BD55322414,,,,Gaibandha Sadar,BD553224,Gaibandha,BD5532,Rangpur,BD55,Bangladesh,BD,2015-01-01,2020-11-13,,31.2275470490709
Balli,BD40878227,,,,Satkhira Sadar,BD408782,Satkhira,BD4087,Khulna,BD40,Bangladesh,BD,2015-01-01,2020-11-13,,16.6609468436092
Balua,BD50109510,,,,Sonatola,BD501095,Bogra,BD5010,Rajshahi,BD50,Bangladesh,BD,2015-01-01,2020-11-13,,23.7909859182269
Balua Masimpur,BD55855817,,,,Mitha Pukur,BD558558,Rangpur,BD5585,Rangpur,BD55,Bangladesh,BD,2015-01-01,2020-11-13,,30.5831008877835
Baluakandi,BD30592410,,,,Gazaria,BD305924,Munshiganj,BD3059,Dhaka,BD30,Bangladesh,BD,2015-01-01,2020-11-13,,14.0517576126356
Balubhara,BD50640631,,,,Badalgachhi,BD506406,Naogaon,BD5064,Rajshahi,BD50,Bangladesh,BD,2015-01-01,2020-11-13,,22.2162064784195
Baluhar,BD40444213,,,,Kotchandpur,BD404442,Jhenaidah,BD4044,Khulna,BD40,Bangladesh,BD,2015-01-01,2020-11-13,,28.5946466504379
Balukhali,BD20848727,,,,Rangamati Sadar,BD208487,Rangamati,BD2084,Chittagong,BD20,Bangladesh,BD,2015-01-01,2020-11-13,,188.677401842245
Balur Char,BD30597411,,,,Serajdikhan,BD305974,Munshiganj,BD3059,Dhaka,BD30,Bangladesh,BD,2015-01-01,2020-11-13,,20.3566324195598
Bamai,BD60366813,,,,Lakhai,BD603668,Habiganj,BD6036,Sylhet,BD60,Bangladesh,BD,2015-01-01,2020-11-13,,28.1848989610121
Bamandanga,BD55329111,,,,Sundarganj,BD553291,Gaibandha,BD5532,Rangpur,BD55,Bangladesh,BD,2015-01-01,2020-11-13,,34.5257881298696
Bamandanga,BD55496112,,,,Nageshwari,BD554961,Kurigram,BD5549,Rangpur,BD55,Bangladesh,BD,2015-01-01,2020-11-13,,23.2860875541216
Bamandi,BD40574710,,,,Gangni,BD405747,Meherpur,BD4057,Khulna,BD40,Bangladesh,BD,2015-01-01,2020-11-13,,27.8312508273528
Bambu,BD50384719,,,,Joypurhat Sadar,BD503847,Joypurhat,BD5038,Rajshahi,BD50,Bangladesh,BD,2015-01-01,2020-11-13,,24.7323099327745
Bamna,BD10041923,,,,Bamna,BD100419,Barguna,BD1004,Barisal,BD10,Bangladesh,BD,2015-01-01,2020-11-13,,23.5238635193093
Bamni,BD20515811,,,,Roypur,BD205158,Lakshmipur,BD2051,Chittagong,BD20,Bangladesh,BD,2015-01-01,2020-11-13,,11.6120525868362
Bamo Bilchari,BD20221612,,,,Chakaria,BD202216,Cox's Bazar,BD2022,Chittagong,BD20,Bangladesh,BD,2015-01-01,2020-11-13,,13.3108133476807
Bamrail,BD10069410,,,,Wazirpur,BD100694,Barisal,BD1006,Barisal,BD10,Bangladesh,BD,2015-01-01,2020-11-13,,27.4842147671437
Bamunia,BD55731517,,,,Domar,BD557315,Nilphamari,BD5573,Rangpur,BD55,Bangladesh,BD,2015-01-01,2020-11-13,,20.0419253394333
Bana,BD30290321,,,,Alfadanga,BD302903,Faridpur,BD3029,Dhaka,BD30,Bangladesh,BD,2015-01-01,2020-11-13,,19.9896240677729
Banagram,BD30267222,,,,Savar,BD302672,Dhaka,BD3026,Dhaka,BD30,Bangladesh,BD,2015-01-01,2020-11-13,,16.8943162759147
Banagram,BD30484519,,,,Katiadi,BD304845,Kishoreganj,BD3048,Dhaka,BD30,Bangladesh,BD,2015-01-01,2020-11-13,,28.222907494467
Banagram,BD40016017,,,,Morrelganj,BD400160,Bagerhat,BD4001,Khulna,BD40,Bangladesh,BD,2015-01-01,2020-11-13,,16.10580230312
Banagram,BD55328213,,,,Sadullapur,BD553282,Gaibandha,BD5532,Rangpur,BD55,Bangladesh,BD,2015-01-01,2020-11-13,,18.4975048738104
Banail,BD30936631,,,,Mirzapur,BD309366,Tangail,BD3093,Dhaka,BD30,Bangladesh,BD,2015-01-01,2020-11-13,,21.7498375234476
Banari Para,BD10061010,,,,Banari Para,BD100610,Barisal,BD1006,Barisal,BD10,Bangladesh,BD,2015-01-01,2020-11-13,,12.0629191790433
Bandaber,BD55497911,,,,Raumari,BD554979,Kurigram,BD5549,Rangpur,BD55,Bangladesh,BD,2015-01-01,2020-11-13,,60.0957878074664
Bandabilla,BD40410919,,,,Bagher Para,BD404109,Jessore,BD4041,Khulna,BD40,Bangladesh,BD,2015-01-01,2020-11-13,,34.0028807822668
Bandar,BD30670615,,,,Bandar,BD306706,Narayanganj,BD3067,Dhaka,BD30,Bangladesh,BD,2015-01-01,2020-11-13,,7.6287681948838
Bandarban,BD20031415,,,,Bandarban Sadar,BD200314,Bandarban,BD2003,Chittagong,BD20,Bangladesh,BD,2015-01-01,2020-11-13,,26.5239911680383
Bandarban Paurashava,BD20031499,,,,Bandarban Sadar,BD200314,Bandarban,BD2003,Chittagong,BD20,Bangladesh,BD,2015-01-01,2020-11-13,,57.06195204346241
Bandarkhola,BD30548711,,,,Shib Char,BD305487,Madaripur,BD3054,Dhaka,BD30,Bangladesh,BD,2015-01-01,2020-11-13,,13.8368088176915
Bandhabari,BD30355115,,,,Kotali Para,BD303551,Gopalganj,BD3035,Dhaka,BD30,Bangladesh,BD,2015-01-01,2020-11-13,,17.1955317566322
Banduk Bhanga,BD20848713,,,,Rangamati Sadar,BD208487,Rangamati,BD2084,Chittagong,BD20,Bangladesh,BD,2015-01-01,2020-11-13,,95.0581003634422
Bandura,BD30266220,,,,Nawabganj,BD302662,Dhaka,BD3026,Dhaka,BD30,Bangladesh,BD,2015-01-01,2020-11-13,,14.9691371928062
Baneshwar,BD50818213,,,,Puthia,BD508182,Rajshahi,BD5081,Rajshahi,BD50,Bangladesh,BD,2015-01-01,2020-11-13,,26.6217458939473
Baneshwardi,BD45896717,,,,Nakla,BD458967,Sherpur,BD4589,Mymensingh,BD45,Bangladesh,BD,2015-01-01,2020-11-13,,18.2474594018472
Bangakha,BD20514313,,,,Lakshmipur Sadar,BD205143,Lakshmipur,BD2051,Chittagong,BD20,Bangladesh,BD,2015-01-01,2020-11-13,,17.5337058172315
Bangal Para,BD30480235,,,,Austagram,BD304802,Kishoreganj,BD3048,Dhaka,BD30,Bangladesh,BD,2015-01-01,2020-11-13,,29.9973382271151
Bangala,BD50889412,,,,Ullah Para,BD508894,Sirajganj,BD5088,Rajshahi,BD50,Bangladesh,BD,2015-01-01,2020-11-13,,31.7724010189435
Bangalhalia,BD20847823,,,,Rajasthali,BD208478,Rangamati,BD2084,Chittagong,BD20,Bangladesh,BD,2015-01-01,2020-11-13,,39.1558333237647
Bangalipur,BD55738523,,,,Saidpur,BD557385,Nilphamari,BD5573,Rangpur,BD55,Bangladesh,BD,2015-01-01,2020-11-13,,18.6753421085893
Bangaltali,BD20840723,,,,Baghai Chhari,BD208407,Rangamati,BD2084,Chittagong,BD20,Bangladesh,BD,2015-01-01,2020-11-13,,36.9171647136426
Bangasonahat,BD55490638,,,,Bhurungamari,BD554906,Kurigram,BD5549,Rangpur,BD55,Bangladesh,BD,2015-01-01,2020-11-13,,22.4616687328066
Bangla Bazar,BD30595623,,,,Munshiganj Sadar,BD305956,Munshiganj,BD3059,Dhaka,BD30,Bangladesh,BD,2015-01-01,2020-11-13,,19.3608570400027
Bangla Bazar,BD60903386,,,,Dowarabazar,BD609033,Sunamganj,BD6090,Sylhet,BD60,Bangladesh,BD,2015-01-01,2020-11-13,,30.680225402967
Banglabandha,BD55779013,,,,Tentulia,BD557790,Panchagarh,BD5577,Rangpur,BD55,Bangladesh,BD,2015-01-01,2020-11-13,,21.0795585401892
Bangodda,BD20198717,,,,Nangalkot,BD201987,Comilla,BD2019,Chittagong,BD20,Bangladesh,BD,2015-01-01,2020-11-13,,12.7529490541988
Bangra,BD30934714,,,,Kalihati,BD309347,Tangail,BD3093,Dhaka,BD30,Bangladesh,BD,2015-01-01,2020-11-13,,20.1399060568724
Baniajan,BD30932525,,,,Dhanbari,BD309325,Tangail,BD3093,Dhaka,BD30,Bangladesh,BD,2015-01-01,2020-11-13,,13.7448523026667
Baniajan,BD45720411,,,,Atpara,BD457204,Netrakona,BD4572,Mymensingh,BD45,Bangladesh,BD,2015-01-01,2020-11-13,,24.0000235984512
Baniajuri,BD30562223,,,,Ghior,BD305622,Manikganj,BD3056,Dhaka,BD30,Bangladesh,BD,2015-01-01,2020-11-13,,20.0885935565736
Banibaha,BD30827614,,,,Rajbari Sadar,BD308276,Rajbari,BD3082,Dhaka,BD30,Bangladesh,BD,2015-01-01,2020-11-13,,22.6413218515122
Banihala,BD45618113,,,,Phulpur,BD456181,Mymensingh,BD4561,Mymensingh,BD45,Bangladesh,BD,2015-01-01,2020-11-13,,24.9262352682123
Banishanta,BD40471713,,,,Dacope,BD404717,Khulna,BD4047,Khulna,BD40,Bangladesh,BD,2015-01-01,2020-11-13,,28.1048885438082
Banjugi Chhara,BD20844719,,,,Jurai Chhari,BD208447,Rangamati,BD2084,Chittagong,BD20,Bangladesh,BD,2015-01-01,2020-11-13,,88.9975843235117
Banka,BD40185538,,,,Jiban Nagar,BD401855,Chuadanga,BD4018,Khulna,BD40,Bangladesh,BD,2015-01-01,2020-11-13,,65.2766664841852
Bankra,BD40412325,,,,Jhikargachha,BD404123,Jessore,BD4041,Khulna,BD40,Bangladesh,BD,2015-01-01,2020-11-13,,27.3250531887906
Banpara Paurashava,BD50691500,,,,Baraigram,BD506915,Natore,BD5069,Rajshahi,BD50,Bangladesh,BD,2015-01-01,2020-11-13,,5.23009266035084
Banshbaria,BD10785231,,,,Dashmina,BD107852,Patuakhali,BD1078,Barisal,BD10,Bangladesh,BD,2015-01-01,2020-11-13,,35.02739455610951
Banshbaria,BD20158616,,,,Sitakunda,BD201586,Chittagong,BD2015,Chittagong,BD20,Bangladesh,BD,2015-01-01,2020-11-13,,21.382931039103
Banshbaria,BD30355816,,,,Muksudpur,BD303558,Gopalganj,BD3035,Dhaka,BD30,Bangladesh,BD,2015-01-01,2020-11-13,,12.956811739077
Banshbaria,BD40447111,,,,Maheshpur,BD404471,Jhenaidah,BD4044,Khulna,BD40,Bangladesh,BD,2015-01-01,2020-11-13,,36.6722052501684
Banshchara,BD45393613,,,,Jamalpur Sadar,BD453936,Jamalpur,BD4539,Mymensingh,BD45,Bangladesh,BD,2015-01-01,2020-11-13,,36.7218069885448
Banshdaha,BD40878233,,,,Satkhira Sadar,BD408782,Satkhira,BD4087,Khulna,BD40,Bangladesh,BD,2015-01-01,2020-11-13,,22.2450001346069
Banshgari,BD30544018,,,,Kalkini,BD305440,Madaripur,BD3054,Dhaka,BD30,Bangladesh,BD,2015-01-01,2020-11-13,,27.0224381244285
Banshgari,BD30686416,,,,Roypura,BD306864,Narsingdi,BD3068,Dhaka,BD30,Bangladesh,BD,2015-01-01,2020-11-13,,13.580724069945
Banshgram,BD40657613,,,,Narail Sadar,BD406576,Narail,BD4065,Khulna,BD40,Bangladesh,BD,2015-01-01,2020-11-13,,38.0413336351292
Banshkandi,BD30548713,,,,Shib Char,BD305487,Madaripur,BD3054,Dhaka,BD30,Bangladesh,BD,2015-01-01,2020-11-13,,19.3174372911277
Banshkhali Paurashava,BD20150899,,,,Banshkhali,BD201508,Chittagong,BD2015,Chittagong,BD20,Bangladesh,BD,2015-01-01,2020-11-13,,28.1324352636694
Banshtail,BD30936634,,,,Mirzapur,BD309366,Tangail,BD3093,Dhaka,BD30,Bangladesh,BD,2015-01-01,2020-11-13,,49.7940482761272
Banshtali,BD40017311,,,,Rampal,BD400173,Bagerhat,BD4001,Khulna,BD40,Bangladesh,BD,2015-01-01,2020-11-13,,21.7639089767851
